0.050000	94
0.150000	136
0.250000	147
0.350000	196
0.450000	256
0.550000	301
0.650000	397
0.750000	472
0.850000	614
0.950000	738
1.050000	910
1.150000	1162
1.250000	1562
1.350000	1936
1.450000	2216
1.550000	2362
1.650000	2534
1.750000	2640
1.850000	2918
1.950000	3159
2.050000	3347
2.150000	3696
2.250000	4209
2.350000	4381
2.450000	4833
2.550000	5190
2.650000	5758
2.750000	6360
2.850000	6780
2.950000	7527
3.050000	8216
3.150000	8966
3.250000	10264
3.350000	11613
3.450000	12541
3.550000	13741
3.650000	14707
3.750000	15973
3.850000	16979
3.950000	18220
4.050000	19388
4.150000	20295
4.250000	21493
4.350000	22469
4.450000	23157
4.550000	24254
4.650000	24707
4.750000	23883
4.850000	23237
4.950000	23325
5.050000	22674
5.150000	23172
5.250000	22931
5.350000	23194
5.450000	22998
5.550000	22775
5.650000	22610
5.750000	22128
5.850000	22361
5.950000	21519
6.050000	21120
6.150000	20746
6.250000	19849
6.350000	19425
6.450000	18412
6.550000	18041
6.650000	17440
6.750000	17173
6.850000	16626
6.950000	15999
7.050000	15438
7.150000	14672
7.250000	13668
7.350000	12880
7.450000	11772
7.550000	10884
7.650000	9898
7.750000	8917
7.850000	8195
7.950000	7119
8.050000	6239
8.150000	5593
8.250000	4780
8.350000	4131
8.450000	3707
8.550000	3062
8.650000	2532
8.750000	2144
8.850000	1749
8.950000	1440
9.050000	1154
9.150000	919
9.250000	815
9.350000	606
9.450000	507
9.550000	389
9.650000	274
9.750000	218
9.850000	160
9.950000	103
