0.050000	362
0.150000	429
0.250000	513
0.350000	570
0.450000	661
0.550000	808
0.650000	1035
0.750000	1124
0.850000	1343
0.950000	1518
1.050000	1803
1.150000	1913
1.250000	2207
1.350000	2611
1.450000	2933
1.550000	3277
1.650000	3723
1.750000	4106
1.850000	4726
1.950000	5385
2.050000	5793
2.150000	6373
2.250000	7052
2.350000	7876
2.450000	8456
2.550000	9270
2.650000	10188
2.750000	10819
2.850000	11609
2.950000	12456
3.050000	13483
3.150000	14132
3.250000	15215
3.350000	16383
3.450000	16921
3.550000	17857
3.650000	18496
3.750000	19412
3.850000	20270
3.950000	21036
4.050000	21426
4.150000	22238
4.250000	22620
4.350000	23016
4.450000	23778
4.550000	23974
4.650000	24357
4.750000	24123
4.850000	23983
4.950000	23872
5.050000	23999
5.150000	23693
5.250000	23661
5.350000	22928
5.450000	22168
5.550000	21852
5.650000	21841
5.750000	20777
5.850000	19976
5.950000	19226
6.050000	18497
6.150000	17863
6.250000	16856
6.350000	15982
6.450000	14954
6.550000	14134
6.650000	13277
6.750000	12139
6.850000	11248
6.950000	10694
7.050000	9844
7.150000	8845
7.250000	8291
7.350000	7788
7.450000	6834
7.550000	6073
7.650000	5692
7.750000	5116
7.850000	4672
7.950000	4108
8.050000	3747
8.150000	3298
8.250000	2782
8.350000	2566
8.450000	2204
8.550000	1943
8.650000	1662
8.750000	1479
8.850000	1226
8.950000	1041
9.050000	989
9.150000	789
9.250000	691
9.350000	591
9.450000	484
9.550000	404
9.650000	329
9.750000	267
9.850000	207
9.950000	204
