0.050000	6
0.150000	5
0.250000	18
0.350000	14
0.450000	27
0.550000	38
0.650000	64
0.750000	80
0.850000	163
0.950000	253
1.050000	367
1.150000	517
1.250000	688
1.350000	754
1.450000	924
1.550000	1112
1.650000	1309
1.750000	1672
1.850000	1955
1.950000	2205
2.050000	2449
2.150000	2769
2.250000	2951
2.350000	3353
2.450000	3847
2.550000	4083
2.650000	4506
2.750000	5037
2.850000	5490
2.950000	6229
3.050000	6750
3.150000	7424
3.250000	7939
3.350000	8618
3.450000	9435
3.550000	10442
3.650000	11142
3.750000	11820
3.850000	12621
3.950000	13654
4.050000	14269
4.150000	15155
4.250000	15720
4.350000	16821
4.450000	17675
4.550000	18650
4.650000	19216
4.750000	20451
4.850000	21020
4.950000	21601
5.050000	22414
5.150000	23353
5.250000	23789
5.350000	24808
5.450000	24798
5.550000	25237
5.650000	25507
5.750000	25553
5.850000	25652
5.950000	25631
6.050000	25294
6.150000	24948
6.250000	24807
6.350000	24243
6.450000	23825
6.550000	22753
6.650000	22118
6.750000	21818
6.850000	20489
6.950000	19872
7.050000	18942
7.150000	17977
7.250000	16823
7.350000	16127
7.450000	14786
7.550000	13597
7.650000	12308
7.750000	11187
7.850000	9914
7.950000	8962
8.050000	8070
8.150000	6937
8.250000	6107
8.350000	5179
8.450000	4488
8.550000	3815
8.650000	3115
8.750000	2581
8.850000	2100
8.950000	1789
9.050000	1346
9.150000	1094
9.250000	781
9.350000	591
9.450000	430
9.550000	262
9.650000	185
9.750000	129
9.850000	76
9.950000	40
