0.050000	0
0.150000	0
0.250000	0
0.350000	0
0.450000	4
0.550000	2
0.650000	2
0.750000	5
0.850000	5
0.950000	14
1.050000	6
1.150000	15
1.250000	20
1.350000	31
1.450000	49
1.550000	72
1.650000	125
1.750000	165
1.850000	210
1.950000	314
2.050000	418
2.150000	579
2.250000	805
2.350000	1108
2.450000	1383
2.550000	1716
2.650000	2306
2.750000	2871
2.850000	3654
2.950000	4406
3.050000	5404
3.150000	6600
3.250000	7771
3.350000	9005
3.450000	10340
3.550000	11360
3.650000	12829
3.750000	14075
3.850000	15674
3.950000	17378
4.050000	18965
4.150000	21094
4.250000	23313
4.350000	26089
4.450000	28582
4.550000	30122
4.650000	31730
4.750000	32921
4.850000	34213
4.950000	36678
5.050000	38888
5.150000	41071
5.250000	42188
5.350000	43349
5.450000	43385
5.550000	42588
5.650000	41296
5.750000	38967
5.850000	36547
5.950000	32933
6.050000	29957
6.150000	26672
6.250000	22938
6.350000	19713
6.450000	17359
6.550000	14180
6.650000	11793
6.750000	9531
6.850000	7559
6.950000	6103
7.050000	4708
7.150000	3629
7.250000	2760
7.350000	2100
7.450000	1546
7.550000	1153
7.650000	810
7.750000	629
7.850000	398
7.950000	292
8.050000	184
8.150000	127
8.250000	85
8.350000	52
8.450000	30
8.550000	20
8.650000	12
8.750000	9
8.850000	4
8.950000	3
9.050000	0
9.150000	1
9.250000	0
9.350000	3
9.450000	0
9.550000	0
9.650000	0
9.750000	0
9.850000	0
9.950000	0
