0.050000	0
0.150000	4
0.250000	3
0.350000	4
0.450000	3
0.550000	4
0.650000	10
0.750000	17
0.850000	15
0.950000	20
1.050000	33
1.150000	65
1.250000	80
1.350000	111
1.450000	154
1.550000	225
1.650000	255
1.750000	383
1.850000	507
1.950000	658
2.050000	1007
2.150000	1260
2.250000	1623
2.350000	2055
2.450000	2660
2.550000	3255
2.650000	4098
2.750000	4990
2.850000	6183
2.950000	7617
3.050000	8964
3.150000	11056
3.250000	12975
3.350000	15099
3.450000	17445
3.550000	20170
3.650000	22756
3.750000	25672
3.850000	28332
3.950000	31274
4.050000	33924
4.150000	36385
4.250000	39053
4.350000	40763
4.450000	42490
4.550000	43609
4.650000	43928
4.750000	43938
4.850000	44026
4.950000	42847
5.050000	40829
5.150000	39372
5.250000	37214
5.350000	34198
5.450000	31569
5.550000	28349
5.650000	25105
5.750000	22247
5.850000	19164
5.950000	16171
6.050000	13720
6.150000	11426
6.250000	9091
6.350000	7264
6.450000	5813
6.550000	4429
6.650000	3413
6.750000	2497
6.850000	1861
6.950000	1412
7.050000	939
7.150000	650
7.250000	446
7.350000	309
7.450000	186
7.550000	135
7.650000	80
7.750000	40
7.850000	23
7.950000	23
8.050000	9
8.150000	3
8.250000	2
8.350000	2
8.450000	1
8.550000	0
8.650000	0
8.750000	1
8.850000	0
8.950000	0
9.050000	0
9.150000	0
9.250000	0
9.350000	0
9.450000	0
9.550000	0
9.650000	0
9.750000	0
9.850000	0
9.950000	0
