0.025126 0.075377 0.125628 0.175879 0.226131 0.276382 0.326633 0.376884 0.427136 0.477387 0.527638 0.577889 0.628141 0.678392 0.728643 0.778894 0.829146 0.879397 0.929648 0.979899 1.030151 1.080402 1.130653 1.180905 1.231156 1.281407 1.331658 1.381910 1.432161 1.482412 1.532663 1.582915 1.633166 1.683417 1.733668 1.783920 1.834171 1.884422 1.934673 1.984925 2.035176 2.085427 2.135678 2.185930 2.236181 2.286432 2.336683 2.386935 2.437186 2.487437 2.537688 2.587940 2.638191 2.688442 2.738693 2.788945 2.839196 2.889447 2.939698 2.989950 3.040201 3.090452 3.140704 3.190955 3.241206 3.291457 3.341709 3.391960 3.442211 3.492462 3.542714 3.592965 3.643216 3.693467 3.743719 3.793970 3.844221 3.894472 3.944724 3.994975 4.045226 4.095477 4.145729 4.195980 4.246231 4.296482 4.346734 4.396985 4.447236 4.497487 4.547739 4.597990 4.648241 4.698492 4.748744 4.798995 4.849246 4.899497 4.949749 5.000000 5.050251 5.100503 5.150754 5.201005 5.251256 5.301508 5.351759 5.402010 5.452261 5.502513 5.552764 5.603015 5.653266 5.703518 5.753769 5.804020 5.854271 5.904523 5.954774 6.005025 6.055276 6.105528 6.155779 6.206030 6.256281 6.306533 6.356784 6.407035 6.457286 6.507538 6.557789 6.608040 6.658291 6.708543 6.758794 6.809045 6.859296 6.909548 6.959799 7.010050 7.060302 7.110553 7.160804 7.211055 7.261307 7.311558 7.361809 7.412060 7.462312 7.512563 7.562814 7.613065 7.663317 7.713568 7.763819 7.814070 7.864322 7.914573 7.964824 8.015075 8.065327 8.115578 8.165829 8.216080 8.266332 8.316583 8.366834 8.417085 8.467337 8.517588 8.567839 8.618090 8.668342 8.718593 8.768844 8.819095 8.869347 8.919598 8.969849 9.020101 9.070352 9.120603 9.170854 9.221106 9.271357 9.321608 9.371859 9.422111 9.472362 9.522613 9.572864 9.623116 9.673367 9.723618 9.773869 9.824121 9.874372 9.924623 9.974874 
0.167092 0.161278 0.153732 0.146391 0.140691 0.135414 0.130969 0.125697 0.122220 0.115763 0.113308 0.109076 0.105430 0.101380 0.099768 0.097159 0.094288 0.090421 0.089485 0.087953 0.085171 0.082469 0.081616 0.077758 0.078376 0.076006 0.073821 0.073588 0.071532 0.068665 0.067928 0.066092 0.066938 0.064197 0.064136 0.062246 0.061388 0.060526 0.061210 0.058679 0.057807 0.056778 0.056056 0.055821 0.053851 0.054288 0.053256 0.052701 0.051013 0.051230 0.050680 0.049869 0.049448 0.048703 0.048631 0.048010 0.047684 0.046865 0.045928 0.045970 0.045369 0.044754 0.044368 0.044110 0.043265 0.042564 0.042443 0.041476 0.040528 0.040557 0.040858 0.039854 0.039837 0.038595 0.037870 0.038809 0.038254 0.037827 0.037639 0.037204 0.035991 0.035893 0.036070 0.035017 0.035805 0.035133 0.033154 0.033945 0.033482 0.032717 0.032577 0.032292 0.032033 0.030678 0.031997 0.031801 0.029547 0.030118 0.030253 0.030766 0.030335 0.029440 0.028804 0.028759 0.028288 0.028209 0.028138 0.027829 0.028187 0.026846 0.026775 0.026523 0.026973 0.026255 0.026473 0.025888 0.026536 0.024915 0.024809 0.025464 0.024893 0.024524 0.024380 0.024052 0.023979 0.023406 0.023240 0.022773 0.023064 0.022318 0.022233 0.022734 0.022045 0.021885 0.021813 0.021180 0.021461 0.020902 0.021064 0.020509 0.020311 0.020047 0.020112 0.019353 0.019808 0.019159 0.019416 0.018589 0.018280 0.018419 0.018116 0.018200 0.018078 0.016874 0.017654 0.016331 0.017470 0.018233 0.016462 0.017020 0.016625 0.016577 0.016489 0.015495 0.016695 0.015853 0.015324 0.015556 0.014882 0.015216 0.014074 0.014584 0.014391 0.014680 0.015041 0.013986 0.014235 0.013775 0.013806 0.013923 0.014152 0.013483 0.013006 0.012888 0.013063 0.012846 0.013069 0.012843 0.012445 0.012532 0.012727 0.011887 0.012018 0.011508 0.011319 0.011626 0.011539 0.011406 0.010975 
0.138693 0.131270 0.126063 0.120657 0.115518 0.110737 0.106960 0.102581 0.097676 0.096838 0.091709 0.088276 0.087546 0.083321 0.082301 0.078717 0.077029 0.074044 0.073007 0.071857 0.070281 0.067499 0.066270 0.064077 0.063208 0.061182 0.061096 0.059623 0.058338 0.057880 0.057062 0.055522 0.054773 0.052825 0.052698 0.051908 0.050034 0.050339 0.049159 0.047657 0.047070 0.046950 0.046926 0.046814 0.045460 0.044704 0.043696 0.043706 0.043335 0.041718 0.040832 0.041432 0.040402 0.040485 0.039622 0.039563 0.039121 0.039240 0.038428 0.037276 0.037503 0.036144 0.035575 0.035551 0.036356 0.034069 0.035179 0.034514 0.034278 0.033735 0.033586 0.032617 0.033134 0.032287 0.031549 0.031939 0.030806 0.030764 0.030509 0.030328 0.029839 0.030035 0.028988 0.029474 0.029463 0.027694 0.028725 0.028452 0.027382 0.027399 0.027576 0.026772 0.026057 0.026540 0.025772 0.026044 0.025915 0.024687 0.025249 0.025155 0.024405 0.024146 0.024957 0.024447 0.023733 0.023269 0.023248 0.022743 0.022436 0.022096 0.021743 0.022109 0.021932 0.021784 0.020903 0.021484 0.021160 0.020511 0.020321 0.020839 0.020219 0.020106 0.019762 0.019650 0.019105 0.019302 0.019234 0.018803 0.018162 0.018127 0.018381 0.018028 0.017686 0.017984 0.017967 0.017742 0.017405 0.017029 0.016506 0.017050 0.016988 0.016410 0.016482 0.016090 0.016081 0.016094 0.015541 0.015402 0.014901 0.015027 0.015185 0.014707 0.014694 0.015014 0.014427 0.014638 0.014267 0.013868 0.014053 0.013492 0.013678 0.013168 0.013467 0.012882 0.013076 0.012796 0.012356 0.012410 0.012214 0.012250 0.012769 0.012585 0.012132 0.011459 0.011863 0.011631 0.011655 0.011444 0.011059 0.011245 0.011236 0.011195 0.011519 0.010918 0.010953 0.010341 0.010180 0.010538 0.010013 0.010250 0.010125 0.009879 0.009653 0.009686 0.009488 0.009872 0.009348 0.009667 0.009056 
0.142032 0.135178 0.130990 0.123328 0.119289 0.113835 0.107580 0.105092 0.101536 0.098401 0.094166 0.091788 0.088336 0.084254 0.084138 0.081580 0.078997 0.077119 0.074268 0.073838 0.071631 0.068759 0.068265 0.065287 0.066103 0.063449 0.062595 0.061167 0.060330 0.058925 0.057381 0.056381 0.056429 0.054718 0.053438 0.052969 0.052058 0.051083 0.049166 0.050889 0.048628 0.047660 0.048079 0.046871 0.046466 0.045865 0.045324 0.044390 0.044092 0.042998 0.042883 0.042377 0.041268 0.040883 0.041088 0.040358 0.039638 0.040133 0.040074 0.038572 0.037829 0.036718 0.037244 0.036557 0.036141 0.035792 0.035785 0.035273 0.034486 0.034017 0.033676 0.032940 0.033107 0.032955 0.032071 0.031704 0.031479 0.030766 0.030710 0.031455 0.030414 0.029654 0.029041 0.029657 0.029532 0.028713 0.028573 0.028321 0.027744 0.027317 0.027755 0.026927 0.026962 0.026990 0.025330 0.025750 0.025988 0.025307 0.025350 0.024751 0.024786 0.025303 0.023796 0.024512 0.023859 0.023840 0.024048 0.022972 0.023375 0.022160 0.022441 0.022589 0.021852 0.021847 0.022472 0.021422 0.021213 0.020950 0.021209 0.021499 0.021047 0.020145 0.020001 0.019814 0.020525 0.019238 0.019749 0.018659 0.019172 0.018952 0.018526 0.018494 0.018275 0.018201 0.017701 0.017899 0.017762 0.017340 0.017238 0.016575 0.016840 0.016498 0.016911 0.016339 0.016143 0.016613 0.015908 0.015956 0.015972 0.015291 0.015761 0.015515 0.015278 0.015061 0.014835 0.013972 0.014860 0.013995 0.014251 0.013739 0.014271 0.014301 0.013908 0.013993 0.013032 0.013380 0.013453 0.013033 0.013261 0.012847 0.013130 0.012687 0.012644 0.012762 0.012380 0.012369 0.011983 0.012537 0.011931 0.011637 0.011559 0.012335 0.011702 0.011785 0.011540 0.011161 0.011281 0.010793 0.010807 0.010950 0.011061 0.010624 0.010184 0.010015 0.010568 0.010110 0.010051 0.010147 0.010069 
0.141622 0.135874 0.129925 0.124241 0.118924 0.113434 0.111178 0.106283 0.102350 0.098046 0.095067 0.092144 0.089505 0.087459 0.083146 0.082191 0.079914 0.076899 0.075230 0.072913 0.073176 0.070448 0.067675 0.066691 0.065638 0.064207 0.063225 0.060368 0.059619 0.059501 0.057721 0.057839 0.056286 0.055268 0.054100 0.053793 0.052683 0.052054 0.051138 0.050325 0.050129 0.048953 0.047846 0.047064 0.046029 0.046472 0.044867 0.044661 0.043740 0.043252 0.042562 0.041288 0.042204 0.041488 0.041091 0.041046 0.039928 0.038951 0.038495 0.037673 0.036841 0.036381 0.037793 0.036574 0.036943 0.035911 0.035313 0.035415 0.034681 0.034098 0.033910 0.034380 0.032977 0.032775 0.032650 0.032754 0.032288 0.030844 0.031418 0.031329 0.030870 0.030447 0.030032 0.029956 0.029615 0.029599 0.028242 0.029146 0.028342 0.027688 0.027629 0.027568 0.027284 0.026270 0.026773 0.025825 0.025945 0.025990 0.025600 0.025087 0.025308 0.024177 0.024229 0.024097 0.023259 0.023780 0.023880 0.022883 0.023037 0.022806 0.022089 0.022348 0.022384 0.022020 0.021229 0.020953 0.020408 0.020600 0.020886 0.020225 0.019904 0.019420 0.019764 0.019786 0.019302 0.019820 0.019014 0.018864 0.018238 0.018777 0.019009 0.018478 0.018119 0.018165 0.017842 0.017980 0.017933 0.017217 0.017421 0.017215 0.016749 0.016330 0.016315 0.016369 0.015981 0.015754 0.015488 0.016015 0.014855 0.015577 0.014405 0.014599 0.014296 0.015216 0.015030 0.014676 0.014517 0.014326 0.014340 0.013736 0.013421 0.013229 0.013418 0.013449 0.013234 0.012739 0.012623 0.013290 0.012638 0.012342 0.012481 0.012063 0.012637 0.012425 0.011780 0.011704 0.011616 0.011579 0.012024 0.011386 0.011484 0.011255 0.011468 0.010708 0.010674 0.010947 0.010596 0.010721 0.010606 0.009870 0.010652 0.009896 0.009906 0.010071 0.009979 0.009752 0.009710 0.009356 0.009864 
0.150594 0.142446 0.136007 0.130319 0.122520 0.119995 0.116393 0.110433 0.107166 0.103244 0.099490 0.095589 0.094826 0.090921 0.089413 0.086068 0.083814 0.080959 0.079339 0.076279 0.075466 0.072522 0.071663 0.069122 0.068766 0.066601 0.065370 0.063711 0.063650 0.061617 0.059352 0.059878 0.058620 0.057644 0.056147 0.056110 0.054283 0.054861 0.053114 0.052747 0.052185 0.050533 0.050463 0.048451 0.049621 0.047788 0.047635 0.046505 0.046759 0.045961 0.044824 0.044380 0.043201 0.043080 0.043203 0.042005 0.039837 0.041266 0.040526 0.039738 0.039323 0.040092 0.038781 0.038867 0.037522 0.038159 0.037036 0.036406 0.036422 0.035852 0.035892 0.034616 0.035381 0.034940 0.034674 0.033767 0.033699 0.032789 0.032871 0.031779 0.032757 0.031783 0.031257 0.030606 0.030204 0.030746 0.029940 0.029889 0.029307 0.029080 0.029414 0.028497 0.028402 0.028349 0.027528 0.027666 0.027625 0.027313 0.027521 0.026464 0.026411 0.026217 0.025820 0.025843 0.025610 0.024686 0.024456 0.024047 0.024437 0.023297 0.023967 0.023772 0.022878 0.022797 0.023166 0.023302 0.022371 0.022723 0.022268 0.021794 0.021175 0.021216 0.021190 0.021004 0.020735 0.020343 0.019776 0.019824 0.019608 0.019333 0.019209 0.019190 0.019502 0.018716 0.018998 0.018897 0.017968 0.018253 0.018215 0.017711 0.018125 0.018031 0.017468 0.017277 0.017242 0.016880 0.017336 0.016818 0.016407 0.016449 0.016381 0.016076 0.016135 0.015490 0.015485 0.015302 0.015994 0.015442 0.015523 0.014614 0.014800 0.014545 0.014195 0.014675 0.014162 0.013955 0.013849 0.013606 0.014000 0.013502 0.013391 0.012980 0.012827 0.012488 0.012801 0.012579 0.012972 0.012575 0.012082 0.012561 0.012142 0.012371 0.011930 0.011643 0.011931 0.011965 0.011365 0.011078 0.011059 0.011417 0.011101 0.010783 0.011100 0.010819 0.010583 0.010620 0.010223 0.010227 0.010019 
0.128048 0.122464 0.117516 0.112069 0.106474 0.104197 0.098272 0.095300 0.092255 0.088232 0.084426 0.082740 0.080644 0.077616 0.075918 0.073005 0.071362 0.069995 0.067383 0.066114 0.065350 0.063603 0.061715 0.060940 0.059438 0.057768 0.057123 0.056411 0.054025 0.054215 0.052192 0.051489 0.051202 0.049016 0.049367 0.047843 0.047789 0.046965 0.045562 0.045476 0.044465 0.044023 0.043384 0.042350 0.042110 0.041302 0.041131 0.040594 0.040706 0.039369 0.039030 0.038842 0.038300 0.037385 0.036334 0.036715 0.036460 0.036042 0.034872 0.034924 0.034701 0.033546 0.033612 0.033232 0.032208 0.033275 0.031949 0.032352 0.031228 0.030674 0.030976 0.029729 0.030021 0.029060 0.029028 0.029476 0.028443 0.028836 0.028154 0.028474 0.026849 0.027259 0.026647 0.026493 0.026530 0.026460 0.026011 0.025632 0.025426 0.025131 0.025226 0.024721 0.024494 0.024721 0.023991 0.023517 0.023678 0.022875 0.022487 0.023112 0.022097 0.022664 0.022121 0.022049 0.021661 0.021839 0.021162 0.020919 0.020863 0.020584 0.020125 0.019278 0.020163 0.019146 0.019111 0.019297 0.019096 0.019096 0.018006 0.017824 0.018999 0.018119 0.017746 0.017734 0.017728 0.017453 0.017779 0.017789 0.017251 0.016852 0.016646 0.016385 0.016423 0.016246 0.015957 0.015485 0.015743 0.015392 0.015496 0.014805 0.015241 0.014805 0.014733 0.014124 0.014746 0.014198 0.014019 0.014418 0.014050 0.013867 0.013960 0.013343 0.013617 0.013284 0.013263 0.013288 0.012973 0.012730 0.012355 0.012603 0.012757 0.012395 0.012468 0.011949 0.012065 0.011788 0.011845 0.011777 0.011490 0.011316 0.011608 0.010878 0.010826 0.010812 0.010886 0.010965 0.010853 0.010811 0.010517 0.010680 0.010213 0.009955 0.009726 0.010165 0.010044 0.009987 0.009672 0.009351 0.009679 0.009037 0.009177 0.009019 0.009510 0.009345 0.009048 0.009002 0.009036 0.009178 0.008506 
0.156322 0.150139 0.141834 0.137183 0.131736 0.126216 0.119783 0.115814 0.112353 0.107311 0.104836 0.101010 0.098660 0.094657 0.092156 0.089769 0.085919 0.084515 0.083673 0.080744 0.079169 0.078125 0.074868 0.073599 0.070809 0.069765 0.068698 0.068181 0.065972 0.065072 0.062564 0.062517 0.061590 0.059404 0.058809 0.057598 0.056602 0.055984 0.055283 0.053986 0.055174 0.052484 0.052917 0.051335 0.050912 0.050745 0.050131 0.049414 0.049443 0.047892 0.046471 0.046546 0.046127 0.045372 0.045172 0.043986 0.044190 0.045056 0.042444 0.042648 0.041571 0.041928 0.041409 0.040947 0.040554 0.039834 0.038763 0.038966 0.037777 0.038283 0.038017 0.036599 0.037298 0.035942 0.036160 0.035780 0.036409 0.035085 0.034290 0.034833 0.033724 0.032706 0.033477 0.032192 0.031423 0.032097 0.031568 0.031707 0.030834 0.030831 0.030415 0.029957 0.029367 0.029072 0.029319 0.027968 0.028953 0.028290 0.028240 0.027354 0.027171 0.027376 0.026448 0.026213 0.026070 0.026513 0.026281 0.026117 0.025172 0.025150 0.024286 0.024565 0.024889 0.024195 0.023786 0.024402 0.022864 0.023470 0.023196 0.022565 0.022577 0.022084 0.022471 0.022285 0.022065 0.021625 0.021130 0.021034 0.021376 0.020956 0.021072 0.020354 0.019790 0.019890 0.019236 0.020097 0.019573 0.019813 0.018868 0.018282 0.017900 0.018597 0.017551 0.017780 0.017521 0.017784 0.017199 0.016857 0.016807 0.016698 0.016709 0.016728 0.016814 0.016201 0.015654 0.015245 0.015417 0.015185 0.015082 0.015251 0.014702 0.014476 0.014463 0.014464 0.014785 0.014302 0.013951 0.014205 0.013924 0.013844 0.013215 0.013159 0.013010 0.013108 0.012877 0.013368 0.012792 0.012726 0.012172 0.012548 0.012004 0.012491 0.011747 0.011578 0.011645 0.012028 0.011497 0.011677 0.011485 0.011301 0.011129 0.011149 0.011066 0.010623 0.011147 0.011048 0.010742 0.010335 0.010226 
0.162667 0.152660 0.146303 0.138274 0.133776 0.127281 0.123862 0.118952 0.113474 0.110830 0.106684 0.105516 0.100982 0.097250 0.094890 0.090733 0.088872 0.086829 0.085308 0.083068 0.081279 0.077836 0.075596 0.075346 0.073200 0.071886 0.070090 0.068012 0.067101 0.067289 0.065021 0.064026 0.063017 0.062792 0.061007 0.059222 0.058658 0.057701 0.057389 0.056069 0.056179 0.054366 0.054012 0.053771 0.051124 0.051046 0.050173 0.050672 0.049627 0.049027 0.049265 0.048791 0.047534 0.046374 0.046047 0.045554 0.044704 0.044570 0.044673 0.043667 0.042747 0.041657 0.041784 0.042437 0.041253 0.040438 0.040477 0.039662 0.040046 0.038786 0.038869 0.037763 0.037296 0.037334 0.036833 0.036681 0.036741 0.035962 0.034964 0.033622 0.034048 0.034104 0.033980 0.032649 0.033399 0.032413 0.032302 0.031939 0.032261 0.031143 0.030986 0.030261 0.030123 0.029630 0.029814 0.029946 0.029344 0.029180 0.028837 0.028317 0.028391 0.028010 0.027473 0.026284 0.026977 0.026356 0.025800 0.025613 0.026029 0.025631 0.025456 0.024307 0.024849 0.025154 0.024501 0.024903 0.023783 0.023768 0.023732 0.022607 0.022793 0.022175 0.022474 0.022072 0.021899 0.022721 0.021778 0.021845 0.021174 0.021337 0.020618 0.020659 0.020529 0.020873 0.019828 0.019374 0.019577 0.019626 0.019918 0.019741 0.018924 0.018616 0.018257 0.018712 0.018029 0.017803 0.018229 0.018126 0.017067 0.017667 0.017334 0.017614 0.016467 0.016562 0.016369 0.016543 0.016641 0.016271 0.015771 0.015770 0.015077 0.015444 0.015034 0.014836 0.014898 0.014765 0.014915 0.014501 0.014310 0.014223 0.014033 0.013902 0.014039 0.013758 0.013499 0.013498 0.013454 0.013199 0.013025 0.012842 0.012630 0.012864 0.012259 0.011832 0.012347 0.012250 0.012168 0.011576 0.011853 0.012103 0.011142 0.011145 0.011612 0.011174 0.011309 0.011040 0.011132 0.010839 0.011103 
0.138019 0.130815 0.126117 0.119923 0.115422 0.109215 0.106613 0.103543 0.098637 0.094380 0.091613 0.088398 0.085972 0.083298 0.081619 0.078738 0.076165 0.075460 0.073595 0.070935 0.070227 0.068217 0.066039 0.065888 0.062992 0.061576 0.061051 0.059365 0.058797 0.058037 0.055352 0.054952 0.052886 0.053668 0.053340 0.051735 0.051407 0.049669 0.049075 0.049054 0.047535 0.046558 0.046403 0.046884 0.045028 0.045345 0.043308 0.043044 0.042753 0.042558 0.041656 0.041448 0.040938 0.040237 0.039712 0.039567 0.038629 0.037987 0.037584 0.037204 0.037758 0.037076 0.035955 0.035280 0.034616 0.035226 0.034682 0.034487 0.033545 0.033484 0.032829 0.033021 0.032763 0.032488 0.031560 0.031352 0.031878 0.030646 0.030940 0.030204 0.029142 0.029714 0.028970 0.028864 0.028623 0.028501 0.027783 0.028624 0.028233 0.027400 0.026536 0.026045 0.026442 0.026212 0.025731 0.026022 0.025133 0.024617 0.024910 0.025106 0.024200 0.024275 0.023637 0.023088 0.023413 0.023229 0.022810 0.021981 0.022227 0.022287 0.022404 0.022515 0.022270 0.021505 0.021034 0.020657 0.021303 0.020293 0.019742 0.019902 0.020002 0.019776 0.020008 0.019247 0.018609 0.018887 0.018968 0.018818 0.018372 0.018544 0.017986 0.017553 0.018111 0.017300 0.017411 0.018151 0.017567 0.016639 0.016513 0.016346 0.016517 0.016502 0.016415 0.016069 0.016071 0.016106 0.015483 0.015127 0.015191 0.015034 0.014916 0.014743 0.014771 0.014212 0.014629 0.014263 0.013826 0.013793 0.013455 0.013354 0.013571 0.013776 0.013732 0.013091 0.012897 0.012854 0.012679 0.013029 0.012437 0.012244 0.012375 0.011877 0.011439 0.011699 0.011608 0.011699 0.011555 0.011455 0.011657 0.011417 0.011004 0.011327 0.011264 0.010632 0.010742 0.010441 0.010511 0.010172 0.010618 0.010233 0.009951 0.010353 0.010207 0.009468 0.010013 0.009855 0.009539 0.009515 0.009034 
