0.050000	2538
0.150000	3489
0.250000	4143
0.350000	5018
0.450000	5670
0.550000	6169
0.650000	6860
0.750000	7523
0.850000	8006
0.950000	8575
1.050000	8946
1.150000	9293
1.250000	9816
1.350000	10192
1.450000	10491
1.550000	10974
1.650000	11078
1.750000	11326
1.850000	11663
1.950000	11862
2.050000	11922
2.150000	12207
2.250000	12484
2.350000	12735
2.450000	12696
2.550000	12871
2.650000	12939
2.750000	13130
2.850000	13147
2.950000	13267
3.050000	13222
3.150000	13400
3.250000	13331
3.350000	13749
3.450000	13324
3.550000	13529
3.650000	13666
3.750000	13452
3.850000	13583
3.950000	13643
4.050000	13814
4.150000	13488
4.250000	13408
4.350000	13487
4.450000	13414
4.550000	13343
4.650000	13385
4.750000	13250
4.850000	12981
4.950000	13293
5.050000	13086
5.150000	12883
5.250000	12859
5.350000	12612
5.450000	12638
5.550000	12361
5.650000	12212
5.750000	12201
5.850000	12150
5.950000	12102
6.050000	11819
6.150000	11787
6.250000	11441
6.350000	11276
6.450000	11257
6.550000	10925
6.650000	11046
6.750000	10573
6.850000	10344
6.950000	10245
7.050000	10126
7.150000	9898
7.250000	9609
7.350000	9417
7.450000	9147
7.550000	8906
7.650000	8664
7.750000	8569
7.850000	8184
7.950000	8096
8.050000	7799
8.150000	7515
8.250000	7408
8.350000	6937
8.450000	6672
8.550000	6410
8.650000	6126
8.750000	5866
8.850000	5447
8.950000	5222
9.050000	4946
9.150000	4608
9.250000	4419
9.350000	4037
9.450000	3655
9.550000	3552
9.650000	3103
9.750000	2846
9.850000	2428
9.950000	2236
