0.050000	184
0.150000	202
0.250000	236
0.350000	325
0.450000	370
0.550000	443
0.650000	522
0.750000	581
0.850000	641
0.950000	814
1.050000	924
1.150000	1104
1.250000	1207
1.350000	1420
1.450000	1659
1.550000	1914
1.650000	2113
1.750000	2469
1.850000	2832
1.950000	3222
2.050000	3482
2.150000	4010
2.250000	4387
2.350000	4967
2.450000	5428
2.550000	6057
2.650000	6530
2.750000	7151
2.850000	7789
2.950000	8578
3.050000	9302
3.150000	10145
3.250000	10940
3.350000	11804
3.450000	12617
3.550000	13328
3.650000	14322
3.750000	15212
3.850000	15857
3.950000	16542
4.050000	17543
4.150000	18194
4.250000	19258
4.350000	19863
4.450000	20435
4.550000	21366
4.650000	21742
4.750000	22144
4.850000	22877
4.950000	23089
5.050000	23169
5.150000	23362
5.250000	23754
5.350000	23545
5.450000	23428
5.550000	23411
5.650000	22876
5.750000	22653
5.850000	22236
5.950000	22070
6.050000	21725
6.150000	21226
6.250000	20442
6.350000	19749
6.450000	19167
6.550000	18392
6.650000	17415
6.750000	16526
6.850000	15963
6.950000	15140
7.050000	14148
7.150000	13453
7.250000	12507
7.350000	11759
7.450000	11025
7.550000	10364
7.650000	9546
7.750000	8951
7.850000	8003
7.950000	7328
8.050000	6612
8.150000	6064
8.250000	5517
8.350000	4833
8.450000	4525
8.550000	3847
8.650000	3546
8.750000	3100
8.850000	2746
8.950000	2374
9.050000	2114
9.150000	1890
9.250000	1649
9.350000	1481
9.450000	1313
9.550000	1195
9.650000	1145
9.750000	1013
9.850000	888
9.950000	771
