0.050000	401
0.150000	448
0.250000	583
0.350000	655
0.450000	801
0.550000	1010
0.650000	1177
0.750000	1399
0.850000	1672
0.950000	1933
1.050000	2204
1.150000	2570
1.250000	3120
1.350000	3453
1.450000	3930
1.550000	4572
1.650000	5158
1.750000	5830
1.850000	6572
1.950000	7354
2.050000	8290
2.150000	9226
2.250000	10174
2.350000	11048
2.450000	12330
2.550000	13310
2.650000	14392
2.750000	15443
2.850000	16908
2.950000	17807
3.050000	18870
3.150000	19989
3.250000	21027
3.350000	22051
3.450000	23030
3.550000	24024
3.650000	24579
3.750000	25419
3.850000	26020
3.950000	26564
4.050000	26875
4.150000	27298
4.250000	27237
4.350000	27350
4.450000	27329
4.550000	26802
4.650000	26663
4.750000	26035
4.850000	25637
4.950000	25104
5.050000	24159
5.150000	23254
5.250000	22101
5.350000	21374
5.450000	20252
5.550000	18867
5.650000	17892
5.750000	16558
5.850000	15478
5.950000	14585
6.050000	13237
6.150000	12113
6.250000	11211
6.350000	10380
6.450000	9255
6.550000	8292
6.650000	7636
6.750000	6722
6.850000	5988
6.950000	5226
7.050000	4593
7.150000	4068
7.250000	3594
7.350000	3088
7.450000	2733
7.550000	2250
7.650000	1991
7.750000	1767
7.850000	1343
7.950000	1152
8.050000	1082
8.150000	880
8.250000	692
8.350000	571
8.450000	491
8.550000	382
8.650000	329
8.750000	268
8.850000	225
8.950000	170
9.050000	132
9.150000	108
9.250000	98
9.350000	64
9.450000	59
9.550000	34
9.650000	33
9.750000	24
9.850000	21
9.950000	9
