0.050000	105
0.150000	201
0.250000	226
0.350000	293
0.450000	368
0.550000	431
0.650000	594
0.750000	601
0.850000	717
0.950000	780
1.050000	854
1.150000	881
1.250000	1160
1.350000	1325
1.450000	1559
1.550000	1822
1.650000	2014
1.750000	2401
1.850000	2707
1.950000	3053
2.050000	3564
2.150000	3962
2.250000	4303
2.350000	5027
2.450000	5540
2.550000	6062
2.650000	6841
2.750000	7691
2.850000	8475
2.950000	9061
3.050000	9888
3.150000	10654
3.250000	11472
3.350000	12171
3.450000	12864
3.550000	13793
3.650000	14296
3.750000	15098
3.850000	15777
3.950000	16905
4.050000	17309
4.150000	18374
4.250000	19125
4.350000	19811
4.450000	20479
4.550000	20976
4.650000	21478
4.750000	22131
4.850000	22490
4.950000	22755
5.050000	23382
5.150000	23282
5.250000	23292
5.350000	23484
5.450000	23689
5.550000	23659
5.650000	23057
5.750000	22992
5.850000	22512
5.950000	22003
6.050000	21739
6.150000	20916
6.250000	20555
6.350000	19688
6.450000	18974
6.550000	18281
6.650000	17564
6.750000	16916
6.850000	16041
6.950000	15208
7.050000	14392
7.150000	13628
7.250000	12837
7.350000	12028
7.450000	11428
7.550000	10164
7.650000	9647
7.750000	8724
7.850000	7955
7.950000	7285
8.050000	6326
8.150000	5894
8.250000	5351
8.350000	4694
8.450000	4318
8.550000	3799
8.650000	3288
8.750000	2890
8.850000	2601
8.950000	2200
9.050000	1943
9.150000	1703
9.250000	1494
9.350000	1382
9.450000	1257
9.550000	1130
9.650000	966
9.750000	787
9.850000	597
9.950000	404
