0.050000	330
0.150000	393
0.250000	427
0.350000	552
0.450000	643
0.550000	772
0.650000	867
0.750000	1050
0.850000	1223
0.950000	1352
1.050000	1617
1.150000	1824
1.250000	2079
1.350000	2416
1.450000	2671
1.550000	3144
1.650000	3627
1.750000	3940
1.850000	4418
1.950000	4858
2.050000	5579
2.150000	6166
2.250000	6713
2.350000	7417
2.450000	8200
2.550000	8697
2.650000	9739
2.750000	10331
2.850000	11099
2.950000	12071
3.050000	13009
3.150000	13883
3.250000	14576
3.350000	15619
3.450000	16567
3.550000	17253
3.650000	18279
3.750000	18866
3.850000	20057
3.950000	20622
4.050000	21354
4.150000	21535
4.250000	22069
4.350000	22748
4.450000	23276
4.550000	23617
4.650000	24063
4.750000	24153
4.850000	24015
4.950000	24382
5.050000	24098
5.150000	23794
5.250000	23521
5.350000	23427
5.450000	22956
5.550000	22347
5.650000	21839
5.750000	21232
5.850000	20485
5.950000	19673
6.050000	18852
6.150000	17823
6.250000	17196
6.350000	16262
6.450000	15667
6.550000	14609
6.650000	13767
6.750000	12804
6.850000	11937
6.950000	11109
7.050000	10392
7.150000	9431
7.250000	8799
7.350000	7836
7.450000	7206
7.550000	6530
7.650000	6099
7.750000	5451
7.850000	4812
7.950000	4309
8.050000	3836
8.150000	3451
8.250000	3180
8.350000	2609
8.450000	2379
8.550000	2117
8.650000	1875
8.750000	1549
8.850000	1366
8.950000	1131
9.050000	1067
9.150000	891
9.250000	771
9.350000	617
9.450000	551
9.550000	475
9.650000	400
9.750000	314
9.850000	275
9.950000	204
